ID,CELL_ID,AXIS_ORDINATE_ID
11151,3170988_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_060
11152,3173089_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_1_180
11153,3152169_REF,FINREP_REF_F_04_04_1_REF_FINREP 2_9_2_030
11154,3171458_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_050
11155,3172075_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_2_199
11156,2740897_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_110
11157,3171307_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_142
11158,3156114_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_2_213
11159,3172412_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_2_110
11160,3156515_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_040
11161,3171868_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_2_020
11162,3151489_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_2_030
11163,3152054_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_2_060
11164,3155326_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_2_197
11165,3171694_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_950
11166,2740780_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_250
11167,3173187_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_2_168
11168,3171889_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_1_205
11169,3171541_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_196
11170,3172312_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_2_020
11171,3172987_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_2_900
11172,3171312_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_142
11173,3155063_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_215
11174,3172060_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_2_199
11175,2740882_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_110
11176,3156005_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_1_169
11177,3173309_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_2_170
11178,2740885_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_300
11179,3151598_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_1_030
11180,3173379_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_2_175
11181,3151491_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_2_050
11182,3171870_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_2_040
11183,3173170_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_3_170
11184,3172197_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_2_201
11185,3154612_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_055
11186,3151511_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_1_010
11187,3170641_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_056
11188,3155851_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_1_199
11189,3171554_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_196
11190,3172307_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_2_020
11191,3171930_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_2_490
11192,3173192_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_2_168
11193,2740562_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_060
11194,3171164_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_130
11195,3156769_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_520
11196,3156545_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_270
11197,3173159_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_2_168
11198,3156407_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_400
11199,3173213_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_3_030
11200,2740702_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_480
11201,3173212_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_2_169
11202,3172407_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_2_110
11203,3156500_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_040
11204,3152758_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_3_030
11205,3155290_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_2_186
11206,3171298_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_142
11207,3170817_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_060
11208,2740952_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_480
11209,3173283_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_2_170
11210,3171096_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_121
11211,3156722_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_100
11212,3154190_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_050
11213,3155910_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_1_199
11214,3154114_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_010
11215,3171979_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_2_198
11216,3155093_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_180
11217,2740796_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_420
11218,3171916_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_1_205
11219,3152241_REF,FINREP_REF_F_04_04_1_REF_FINREP 2_9_2_080
11220,3155342_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_040
11221,3171478_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_191
11222,3171310_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_360
11223,3171221_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_223
11224,3156148_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_1_198
11225,2740742_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_380
11226,3170599_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_055
11227,3171979_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_3_191
11228,3154156_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_030
11229,3154382_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_2_010
11230,3170907_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_221
11231,3171727_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_215
11232,3171894_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_2_194
11233,3171655_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_226
11234,3173406_REF,FINREP_REF_F_20_05_a_REF_FINREP 2_9_3_999
11235,3154299_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_100
11236,3155356_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_2_201
11237,3156368_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_010
11238,3173037_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_2_923
11239,3154859_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_110
11240,3171362_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_170
11241,3172348_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_2_057
11242,3172369_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_3_450
11243,2740761_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_090
11244,2740920_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_120
11245,3156783_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_110
11246,3156426_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_030
11247,3171107_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_122
11248,3171783_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_951
11249,3156853_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_360
11250,3170823_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_102
11251,3155994_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_1_169
11252,3172958_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_040
11253,3153967_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_170
11254,3156603_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_360
11255,2740497_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_020
11256,3155476_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_090
11257,3172017_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_3_480
11258,3154401_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_1_140
11259,3154174_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_2_040
11260,3172023_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_2_198
11261,3172254_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_2_201
11262,3155615_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_1_130
11263,3155577_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_1_120
11264,3171248_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_141
11265,3156432_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_130
11266,3171436_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_470
11267,3154567_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_030
11268,3154606_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_214
11269,3151732_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_1_037
11270,3173077_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_1_169
11271,3156813_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_460
11272,3171075_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_193
11273,3170729_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_070
11274,3151539_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_1_020
11275,3154470_REF,FINREP_REF_F_19_00_d_REF_FINREP 2_9_2_340
11276,2740823_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_100
11277,3172425_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_3_350
11278,3170571_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_010
11279,3170221_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_3_165
11280,3151487_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_1_010
11281,3151761_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_1_040
11282,2740717_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_080
11283,3152044_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_3_100
11284,3155000_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_196
11285,3152086_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_2_080
11286,3156213_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_1_168
11287,3153911_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_160
11288,3172317_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_2_056
11289,3171284_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_142
11290,3156397_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_020
11291,3156496_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_040
11292,3170971_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_231
11293,2741129_REF,FINREP_REF_F_12_01_b_REF_FINREP 2_8_3_530
11294,3152855_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_3_030
11295,3155757_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_090
11296,3172976_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_2_933
11297,3171965_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_2_198
11298,3170734_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_930
11299,2740604_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_040
11300,3172386_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_2_109
11301,3171717_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_950
11302,3172158_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_3_231
11303,3170758_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_040
11304,3153982_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_460
11305,3155886_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_1_199
11306,3173365_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_2_175
11307,3171100_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_121
11308,3152122_REF,FINREP_REF_F_04_04_1_REF_FINREP 2_9_2_010
11309,3154970_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_140
11310,3171421_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_191
11311,3152160_REF,FINREP_REF_F_04_04_1_REF_FINREP 2_9_2_030
11312,3173315_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_2_170
11313,3171003_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_183
11314,3153948_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_530
11315,3172172_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_3_450
11316,3151584_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_1_030
11317,3155968_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_2_090
11318,3156459_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_420
11319,3170970_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_227
11320,3171661_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_350
11321,3154376_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_1_130
11322,3171197_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_141
11323,3171880_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_1_205
11324,3173131_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_2_215
11325,3171548_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_196
11326,3172252_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_3_460
11327,2740533_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_280
11328,3155733_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_1_180
11329,3171583_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_196
11330,3155661_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_2_335
11331,3170237_REF,FINREP_REF_F_04_04_1_REF_FINREP 2_9_3_125
11332,3172248_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_2_201
11333,3155609_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_1_130
11334,3152860_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_3_080
11335,3153595_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_140
11336,3154707_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_080
11337,3155087_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_211
11338,3153419_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_030
11339,3171745_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_400
11340,3171525_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_903
11341,3170735_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_070
11342,3152227_REF,FINREP_REF_F_04_04_1_REF_FINREP 2_9_2_070
11343,3173140_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_2_231
11344,2741109_REF,FINREP_REF_F_12_01_b_REF_FINREP 2_8_2_050
11345,3153878_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_150
11346,3171254_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_141
11347,3151996_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_3_070
11348,3154656_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_060
11349,3156109_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_2_196
11350,2740416_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_100
11351,3171215_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_213
11352,3151571_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_2_410
11353,3172354_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_2_057
11354,3154293_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_2_090
11355,3154304_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_2_010
11356,3170344_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_370
11357,3153517_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_070
11358,3171845_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_951
11359,3152886_REF,FINREP_REF_F_04_04_1_REF_FINREP 2_9_2_014
11360,3172374_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_3_500
11361,3171572_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_222
11362,3172272_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_2_010
11363,3154285_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_100
11364,3156521_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_020
11365,3156646_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_080
11366,3156843_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_250
11367,2740501_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_020
11368,2740582_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_270
11369,3153351_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_160
11370,3172092_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_3_440
11371,3155988_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_1_169
11372,3156798_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_300
11373,3155064_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_216
11374,3171538_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_060
11375,3171302_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_225
11376,3154135_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_020
11377,3154940_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_192
11378,3155720_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_2_181
11379,3154290_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_100
11380,3156653_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_080
11381,3152036_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_3_170
11382,3154698_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_080
11383,3153502_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_070
11384,3172263_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_3_903
11385,3171263_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_040
11386,3172422_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_3_540
11387,3172341_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_2_057
11388,3156361_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_010
11389,3156535_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_170
11390,3170781_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_193
11391,3154850_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_110
11392,3151578_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_2_040
11393,3171112_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_070
11394,3171323_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_490
11395,2740768_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_090
11396,2740929_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_120
11397,3172951_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_040
11398,3155238_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_2_196
11399,3151996_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_2_020
11400,2740760_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_040
11401,3152148_REF,FINREP_REF_F_04_04_1_REF_FINREP 2_9_3_050
11402,3170939_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_140
11403,3155765_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_150
11404,3172116_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_2_200
11405,3156563_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_050
11406,3171501_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_335
11407,3154712_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_080
11408,3155694_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_2_184
11409,3173088_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_2_910
11410,3155059_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_211
11411,3171232_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_370
11412,3153342_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_010
11413,3170666_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_050
11414,3153979_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_430
11415,3171610_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_933
11416,3153667_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_040
11417,3154664_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_225
11418,3151718_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_2_120
11419,3170891_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_185
11420,3156120_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_2_223
11421,3154643_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_060
11422,3171241_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_141
11423,3155588_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_2_201
11424,3156097_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_2_180
11425,3173142_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_2_335
11426,2740594_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_400
11427,3155751_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_335
11428,3152232_REF,FINREP_REF_F_04_04_1_REF_FINREP 2_9_2_070
11429,3173321_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_3_923
11430,3153547_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_070
11431,3173380_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_3_933
11432,3171316_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_420
11433,3151661_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_1_034
11434,3155041_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_160
11435,3151591_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_1_030
11436,3152007_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_2_020
11437,3172069_REF,FINREP_REF_F_18_00_d_REF_FINREP 2_9_2_199
11438,3155592_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_2_214
11439,3173300_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_2_170
11440,3152851_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_3_180
11441,3151452_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_2_100
11442,3171434_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_191
11443,3154965_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_140
11444,3171287_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_194
11445,3152212_REF,FINREP_REF_F_04_04_1_REF_FINREP 2_9_3_090
11446,3151518_REF,FINREP_REF_F_08_01_a_REF_FINREP 2_9_1_010
11447,3170648_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_1_056
11448,3170995_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_130
11449,3154023_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_460
11450,3155858_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_1_199
11451,3173370_REF,FINREP_REF_F_19_00_e_REF_FINREP 2_9_2_175
11452,3172404_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_3_360
11453,3155893_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_1_199
11454,3154262_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_080
11455,2740790_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_360
11456,3171596_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_196
11457,3153950_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_550
11458,3155726_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_1_180
11459,3155306_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_2_222
11460,2740474_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_3_190
11461,3155735_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_2_212
11462,3171895_REF,FINREP_REF_F_18_00_c_REF_FINREP 2_9_1_205
11463,3171182_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_141
11464,3172280_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_3_440
11465,3171366_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_2_900
11466,3154363_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_1_130
11467,3152873_REF,FINREP_REF_F_04_04_1_REF_FINREP 2_9_3_020
11468,3171616_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_197
11469,3156509_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_2_040
11470,2740901_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_8_2_110
11471,3154365_REF,FINREP_REF_F_19_00_b_REF_FINREP 2_9_2_040
11472,3171291_REF,FINREP_REF_F_18_00_b_REF_FINREP 2_9_1_142
11473,3156597_REF,FINREP_REF_F_12_01_a_REF_FINREP 2_9_3_290
11474,3173108_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_2_140
11475,3155960_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_2_010
11476,2741131_REF,FINREP_REF_F_12_01_b_REF_FINREP 2_8_3_550
11477,3156206_REF,FINREP_REF_F_19_00_c_REF_FINREP 2_9_1_168
11478,3151975_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_2_010
11479,3172318_REF,FINREP_REF_F_18_00_e_REF_FINREP 2_9_3_380
11480,3152093_REF,FINREP_REF_F_04_03_1_REF_FINREP 2_9_2_080
11481,3154199_REF,FINREP_REF_F_19_00_a_REF_FINREP 2_9_1_050
11482,3170637_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9_2_211
