AXIS_ID,CODE,ORIENTATION,ORDER,NAME,DESCRIPTION,TABLE_ID,IS_OPEN_AXIS
EBA_AE_EBA_F_36_01_b_AE_3_0_1,,X,,EBA_AE_EBA_F_36.01.b_AE_3.0_1,,EBA_AE_EBA_F_36_01_b_AE_3_0,
EBA_AE_EBA_F_36_01_b_AE_3_0_2,,Y,,EBA_AE_EBA_F_36.01.b_AE_3.0_2,,EBA_AE_EBA_F_36_01_b_AE_3_0,
EBA_AE_EBA_F_36_01_b_AE_3_2_1,,X,,EBA_AE_EBA_F_36.01.b_AE_3.2_1,,EBA_AE_EBA_F_36_01_b_AE_3_2,
EBA_AE_EBA_F_36_01_b_AE_3_2_2,,Y,,EBA_AE_EBA_F_36.01.b_AE_3.2_2,,EBA_AE_EBA_F_36_01_b_AE_3_2,
EBA_AE_EBA_F_36_01_c_AE_2014-03_1,,X,,EBA_AE_EBA_F_36.01.c_AE_2014-03_1,,EBA_AE_EBA_F_36_01_c_AE_2014-03,
EBA_AE_EBA_F_36_01_c_AE_2014-03_2,,Y,,EBA_AE_EBA_F_36.01.c_AE_2014-03_2,,EBA_AE_EBA_F_36_01_c_AE_2014-03,
EBA_AE_EBA_F_36_01_c_AE_3_0_1,,X,,EBA_AE_EBA_F_36.01.c_AE_3.0_1,,EBA_AE_EBA_F_36_01_c_AE_3_0,
EBA_AE_EBA_F_36_01_c_AE_3_0_2,,Y,,EBA_AE_EBA_F_36.01.c_AE_3.0_2,,EBA_AE_EBA_F_36_01_c_AE_3_0,
EBA_AE_EBA_F_36_01_c_AE_3_2_1,,X,,EBA_AE_EBA_F_36.01.c_AE_3.2_1,,EBA_AE_EBA_F_36_01_c_AE_3_2,
EBA_AE_EBA_F_36_01_c_AE_3_2_2,,Y,,EBA_AE_EBA_F_36.01.c_AE_3.2_2,,EBA_AE_EBA_F_36_01_c_AE_3_2,
EBA_AE_EBA_F_36_02_a_AE_2014-03_1,,X,,EBA_AE_EBA_F_36.02.a_AE_2014-03_1,,EBA_AE_EBA_F_36_02_a_AE_2014-03,
EBA_AE_EBA_F_36_02_a_AE_2014-03_2,,Y,,EBA_AE_EBA_F_36.02.a_AE_2014-03_2,,EBA_AE_EBA_F_36_02_a_AE_2014-03,
EBA_AE_EBA_F_36_02_a_AE_3_0_1,,X,,EBA_AE_EBA_F_36.02.a_AE_3.0_1,,EBA_AE_EBA_F_36_02_a_AE_3_0,
EBA_AE_EBA_F_36_02_a_AE_3_0_2,,Y,,EBA_AE_EBA_F_36.02.a_AE_3.0_2,,EBA_AE_EBA_F_36_02_a_AE_3_0,
EBA_AE_EBA_F_36_02_a_AE_3_2_1,,X,,EBA_AE_EBA_F_36.02.a_AE_3.2_1,,EBA_AE_EBA_F_36_02_a_AE_3_2,
EBA_AE_EBA_F_36_02_a_AE_3_2_2,,Y,,EBA_AE_EBA_F_36.02.a_AE_3.2_2,,EBA_AE_EBA_F_36_02_a_AE_3_2,
EBA_AE_EBA_F_36_02_b_AE_2014-03_1,,X,,EBA_AE_EBA_F_36.02.b_AE_2014-03_1,,EBA_AE_EBA_F_36_02_b_AE_2014-03,
EBA_AE_EBA_F_36_02_b_AE_2014-03_2,,Y,,EBA_AE_EBA_F_36.02.b_AE_2014-03_2,,EBA_AE_EBA_F_36_02_b_AE_2014-03,
EBA_AE_EBA_F_36_02_b_AE_3_0_1,,X,,EBA_AE_EBA_F_36.02.b_AE_3.0_1,,EBA_AE_EBA_F_36_02_b_AE_3_0,
EBA_AE_EBA_F_36_02_b_AE_3_0_2,,Y,,EBA_AE_EBA_F_36.02.b_AE_3.0_2,,EBA_AE_EBA_F_36_02_b_AE_3_0,
EBA_AE_EBA_F_36_02_b_AE_3_2_1,,X,,EBA_AE_EBA_F_36.02.b_AE_3.2_1,,EBA_AE_EBA_F_36_02_b_AE_3_2,
EBA_AE_EBA_F_36_02_b_AE_3_2_2,,Y,,EBA_AE_EBA_F_36.02.b_AE_3.2_2,,EBA_AE_EBA_F_36_02_b_AE_3_2,
EBA_AE_EBA_F_36_02_c_AE_2014-03_1,,X,,EBA_AE_EBA_F_36.02.c_AE_2014-03_1,,EBA_AE_EBA_F_36_02_c_AE_2014-03,
EBA_AE_EBA_F_36_02_c_AE_2014-03_2,,Y,,EBA_AE_EBA_F_36.02.c_AE_2014-03_2,,EBA_AE_EBA_F_36_02_c_AE_2014-03,
EBA_AE_EBA_F_36_02_c_AE_3_0_1,,X,,EBA_AE_EBA_F_36.02.c_AE_3.0_1,,EBA_AE_EBA_F_36_02_c_AE_3_0,
EBA_AE_EBA_F_36_02_c_AE_3_0_2,,Y,,EBA_AE_EBA_F_36.02.c_AE_3.0_2,,EBA_AE_EBA_F_36_02_c_AE_3_0,
EBA_AE_EBA_F_36_02_c_AE_3_2_1,,X,,EBA_AE_EBA_F_36.02.c_AE_3.2_1,,EBA_AE_EBA_F_36_02_c_AE_3_2,
EBA_AE_EBA_F_36_02_c_AE_3_2_2,,Y,,EBA_AE_EBA_F_36.02.c_AE_3.2_2,,EBA_AE_EBA_F_36_02_c_AE_3_2,
EBA_FINREP_EBA_F_00_01_FINREP_1,,X,,EBA_FINREP_EBA_F_00.01_FINREP_1,,EBA_FINREP_EBA_F_00_01_FINREP,
EBA_FINREP_EBA_F_00_01_FINREP_2,,Y,,EBA_FINREP_EBA_F_00.01_FINREP_2,,EBA_FINREP_EBA_F_00_01_FINREP,
EBA_FINREP_EBA_F_00_01_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_00.01_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_00_01_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_00_01_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_00.01_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_00_01_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_01_01_FINREP_2016-A_1,,X,,EBA_FINREP_EBA_F_01.01_FINREP_2016-A_1,,EBA_FINREP_EBA_F_01_01_FINREP_2016-A,
EBA_FINREP_EBA_F_01_01_FINREP_2016-A_2,,Y,,EBA_FINREP_EBA_F_01.01_FINREP_2016-A_2,,EBA_FINREP_EBA_F_01_01_FINREP_2016-A,
EBA_FINREP_EBA_F_01_01_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_01.01_FINREP_2017-A_1,,EBA_FINREP_EBA_F_01_01_FINREP_2017-A,
EBA_FINREP_EBA_F_01_01_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_01.01_FINREP_2017-A_2,,EBA_FINREP_EBA_F_01_01_FINREP_2017-A,
EBA_FINREP_EBA_F_01_01_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_01.01_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_01_01_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_01_01_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_01.01_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_01_01_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_01_02_FINREP_2016-A_1,,X,,EBA_FINREP_EBA_F_01.02_FINREP_2016-A_1,,EBA_FINREP_EBA_F_01_02_FINREP_2016-A,
EBA_FINREP_EBA_F_01_02_FINREP_2016-A_2,,Y,,EBA_FINREP_EBA_F_01.02_FINREP_2016-A_2,,EBA_FINREP_EBA_F_01_02_FINREP_2016-A,
EBA_FINREP_EBA_F_01_02_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_01.02_FINREP_2017-A_1,,EBA_FINREP_EBA_F_01_02_FINREP_2017-A,
EBA_FINREP_EBA_F_01_02_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_01.02_FINREP_2017-A_2,,EBA_FINREP_EBA_F_01_02_FINREP_2017-A,
EBA_FINREP_EBA_F_01_02_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_01.02_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_01_02_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_01_02_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_01.02_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_01_02_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_01_03_FINREP_1,,X,,EBA_FINREP_EBA_F_01.03_FINREP_1,,EBA_FINREP_EBA_F_01_03_FINREP,
EBA_FINREP_EBA_F_01_03_FINREP_2,,Y,,EBA_FINREP_EBA_F_01.03_FINREP_2,,EBA_FINREP_EBA_F_01_03_FINREP,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_1,,EBA_FINREP_EBA_F_01_03_FINREP_2017-A,
EBA_FINREP_EBA_F_01_03_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_01.03_FINREP_2017-A_2,,EBA_FINREP_EBA_F_01_03_FINREP_2017-A,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_01_03_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_02_00_FINREP_2016-A_1,,X,,EBA_FINREP_EBA_F_02.00_FINREP_2016-A_1,,EBA_FINREP_EBA_F_02_00_FINREP_2016-A,
EBA_FINREP_EBA_F_02_00_FINREP_2016-A_2,,Y,,EBA_FINREP_EBA_F_02.00_FINREP_2016-A_2,,EBA_FINREP_EBA_F_02_00_FINREP_2016-A,
EBA_FINREP_EBA_F_02_00_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_02.00_FINREP_2017-A_1,,EBA_FINREP_EBA_F_02_00_FINREP_2017-A,
EBA_FINREP_EBA_F_02_00_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_02.00_FINREP_2017-A_2,,EBA_FINREP_EBA_F_02_00_FINREP_2017-A,
EBA_FINREP_EBA_F_02_00_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_02.00_FINREP_2.9_1,,EBA_FINREP_EBA_F_02_00_FINREP_2_9,
EBA_FINREP_EBA_F_02_00_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_02.00_FINREP_2.9_2,,EBA_FINREP_EBA_F_02_00_FINREP_2_9,
EBA_FINREP_EBA_F_02_00_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_02.00_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_02_00_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_02_00_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_02.00_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_02_00_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_03_00_FINREP_2015-A_1,,X,,EBA_FINREP_EBA_F_03.00_FINREP_2015-A_1,,EBA_FINREP_EBA_F_03_00_FINREP_2015-A,
EBA_FINREP_EBA_F_03_00_FINREP_2015-A_2,,Y,,EBA_FINREP_EBA_F_03.00_FINREP_2015-A_2,,EBA_FINREP_EBA_F_03_00_FINREP_2015-A,
EBA_FINREP_EBA_F_03_00_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_03.00_FINREP_2017-A_1,,EBA_FINREP_EBA_F_03_00_FINREP_2017-A,
EBA_FINREP_EBA_F_03_00_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_03.00_FINREP_2017-A_2,,EBA_FINREP_EBA_F_03_00_FINREP_2017-A,
EBA_FINREP_EBA_F_03_00_FINREP_2_8_1,,X,,EBA_FINREP_EBA_F_03.00_FINREP_2.8_1,,EBA_FINREP_EBA_F_03_00_FINREP_2_8,
EBA_FINREP_EBA_F_03_00_FINREP_2_8_2,,Y,,EBA_FINREP_EBA_F_03.00_FINREP_2.8_2,,EBA_FINREP_EBA_F_03_00_FINREP_2_8,
EBA_FINREP_EBA_F_03_00_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_03.00_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_03_00_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_03_00_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_03.00_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_03_00_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_01_FINREP_1,,X,,EBA_FINREP_EBA_F_04.01_FINREP_1,,EBA_FINREP_EBA_F_04_01_FINREP,
EBA_FINREP_EBA_F_04_01_FINREP_2,,Y,,EBA_FINREP_EBA_F_04.01_FINREP_2,,EBA_FINREP_EBA_F_04_01_FINREP,
EBA_FINREP_EBA_F_04_01_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04.01_FINREP_2017-A_1,,EBA_FINREP_EBA_F_04_01_FINREP_2017-A,
EBA_FINREP_EBA_F_04_01_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04.01_FINREP_2017-A_2,,EBA_FINREP_EBA_F_04_01_FINREP_2017-A,
EBA_FINREP_EBA_F_04_01_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04.01_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_04_01_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_01_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04.01_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_04_01_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_02_1_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_04.02.1_FINREP_2017-A_2,,EBA_FINREP_EBA_F_04_02_1_FINREP_2017-A,
EBA_FINREP_EBA_F_04_02_1_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_04.02.1_FINREP_2017-A_3,,EBA_FINREP_EBA_F_04_02_1_FINREP_2017-A,
EBA_FINREP_EBA_F_04_02_1_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_04.02.1_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_04_02_1_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_02_1_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_04.02.1_FINREP_3.0-Ind_3,,EBA_FINREP_EBA_F_04_02_1_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_02_2_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_04.02.2_FINREP_2017-A_2,,EBA_FINREP_EBA_F_04_02_2_FINREP_2017-A,
EBA_FINREP_EBA_F_04_02_2_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_04.02.2_FINREP_2017-A_3,,EBA_FINREP_EBA_F_04_02_2_FINREP_2017-A,
EBA_FINREP_EBA_F_04_02_2_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_04.02.2_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_04_02_2_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_02_2_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_04.02.2_FINREP_3.0-Ind_3,,EBA_FINREP_EBA_F_04_02_2_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_02_FINREP_1,,X,,EBA_FINREP_EBA_F_04.02_FINREP_1,,EBA_FINREP_EBA_F_04_02_FINREP,
EBA_FINREP_EBA_F_04_02_FINREP_2,,Y,,EBA_FINREP_EBA_F_04.02_FINREP_2,,EBA_FINREP_EBA_F_04_02_FINREP,
EBA_FINREP_EBA_F_04_03_1_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_04.03.1_FINREP_2017-A_2,,EBA_FINREP_EBA_F_04_03_1_FINREP_2017-A,
EBA_FINREP_EBA_F_04_03_1_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_04.03.1_FINREP_2017-A_3,,EBA_FINREP_EBA_F_04_03_1_FINREP_2017-A,
EBA_FINREP_EBA_F_04_03_1_FINREP_2_9_2,,X,,EBA_FINREP_EBA_F_04.03.1_FINREP_2.9_2,,EBA_FINREP_EBA_F_04_03_1_FINREP_2_9,
EBA_FINREP_EBA_F_04_03_1_FINREP_2_9_3,,Y,,EBA_FINREP_EBA_F_04.03.1_FINREP_2.9_3,,EBA_FINREP_EBA_F_04_03_1_FINREP_2_9,
EBA_FINREP_EBA_F_04_03_1_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_04.03.1_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_04_03_1_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_03_1_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_04.03.1_FINREP_3.0-Ind_3,,EBA_FINREP_EBA_F_04_03_1_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_03_FINREP_1,,X,,EBA_FINREP_EBA_F_04.03_FINREP_1,,EBA_FINREP_EBA_F_04_03_FINREP,
EBA_FINREP_EBA_F_04_03_FINREP_2,,Y,,EBA_FINREP_EBA_F_04.03_FINREP_2,,EBA_FINREP_EBA_F_04_03_FINREP,
EBA_FINREP_EBA_F_04_04_1_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_04.04.1_FINREP_2017-A_2,,EBA_FINREP_EBA_F_04_04_1_FINREP_2017-A,
EBA_FINREP_EBA_F_04_04_1_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_04.04.1_FINREP_2017-A_3,,EBA_FINREP_EBA_F_04_04_1_FINREP_2017-A,
EBA_FINREP_EBA_F_04_04_1_FINREP_2_9_2,,X,,EBA_FINREP_EBA_F_04.04.1_FINREP_2.9_2,,EBA_FINREP_EBA_F_04_04_1_FINREP_2_9,
EBA_FINREP_EBA_F_04_04_1_FINREP_2_9_3,,Y,,EBA_FINREP_EBA_F_04.04.1_FINREP_2.9_3,,EBA_FINREP_EBA_F_04_04_1_FINREP_2_9,
EBA_FINREP_EBA_F_04_04_1_FINREP_3_0-Ind_2,,X,,EBA_FINREP_EBA_F_04.04.1_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_04_04_1_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_04_1_FINREP_3_0-Ind_3,,Y,,EBA_FINREP_EBA_F_04.04.1_FINREP_3.0-Ind_3,,EBA_FINREP_EBA_F_04_04_1_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_04_FINREP_2015-A_1,,X,,EBA_FINREP_EBA_F_04.04_FINREP_2015-A_1,,EBA_FINREP_EBA_F_04_04_FINREP_2015-A,
EBA_FINREP_EBA_F_04_04_FINREP_2015-A_2,,Y,,EBA_FINREP_EBA_F_04.04_FINREP_2015-A_2,,EBA_FINREP_EBA_F_04_04_FINREP_2015-A,
EBA_FINREP_EBA_F_04_05_FINREP_1,,X,,EBA_FINREP_EBA_F_04.05_FINREP_1,,EBA_FINREP_EBA_F_04_05_FINREP,
EBA_FINREP_EBA_F_04_05_FINREP_2,,Y,,EBA_FINREP_EBA_F_04.05_FINREP_2,,EBA_FINREP_EBA_F_04_05_FINREP,
EBA_FINREP_EBA_F_04_05_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04.05_FINREP_2017-A_1,,EBA_FINREP_EBA_F_04_05_FINREP_2017-A,
EBA_FINREP_EBA_F_04_05_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04.05_FINREP_2017-A_2,,EBA_FINREP_EBA_F_04_05_FINREP_2017-A,
EBA_FINREP_EBA_F_04_05_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04.05_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_04_05_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_05_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04.05_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_04_05_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_06_FINREP_1,,X,,EBA_FINREP_EBA_F_04.06_FINREP_1,,EBA_FINREP_EBA_F_04_06_FINREP,
EBA_FINREP_EBA_F_04_06_FINREP_2,,Y,,EBA_FINREP_EBA_F_04.06_FINREP_2,,EBA_FINREP_EBA_F_04_06_FINREP,
EBA_FINREP_EBA_F_04_06_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04.06_FINREP_2017-A_1,,EBA_FINREP_EBA_F_04_06_FINREP_2017-A,
EBA_FINREP_EBA_F_04_06_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04.06_FINREP_2017-A_2,,EBA_FINREP_EBA_F_04_06_FINREP_2017-A,
EBA_FINREP_EBA_F_04_06_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04.06_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_04_06_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_06_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04.06_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_04_06_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_07_FINREP_1,,X,,EBA_FINREP_EBA_F_04.07_FINREP_1,,EBA_FINREP_EBA_F_04_07_FINREP,
EBA_FINREP_EBA_F_04_07_FINREP_2,,Y,,EBA_FINREP_EBA_F_04.07_FINREP_2,,EBA_FINREP_EBA_F_04_07_FINREP,
EBA_FINREP_EBA_F_04_07_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04.07_FINREP_2017-A_1,,EBA_FINREP_EBA_F_04_07_FINREP_2017-A,
EBA_FINREP_EBA_F_04_07_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04.07_FINREP_2017-A_2,,EBA_FINREP_EBA_F_04_07_FINREP_2017-A,
EBA_FINREP_EBA_F_04_07_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04.07_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_04_07_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_07_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04.07_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_04_07_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_08_FINREP_1,,X,,EBA_FINREP_EBA_F_04.08_FINREP_1,,EBA_FINREP_EBA_F_04_08_FINREP,
EBA_FINREP_EBA_F_04_08_FINREP_2,,Y,,EBA_FINREP_EBA_F_04.08_FINREP_2,,EBA_FINREP_EBA_F_04_08_FINREP,
EBA_FINREP_EBA_F_04_08_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04.08_FINREP_2017-A_1,,EBA_FINREP_EBA_F_04_08_FINREP_2017-A,
EBA_FINREP_EBA_F_04_08_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04.08_FINREP_2017-A_2,,EBA_FINREP_EBA_F_04_08_FINREP_2017-A,
EBA_FINREP_EBA_F_04_08_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_04.08_FINREP_2.9_1,,EBA_FINREP_EBA_F_04_08_FINREP_2_9,
EBA_FINREP_EBA_F_04_08_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_04.08_FINREP_2.9_2,,EBA_FINREP_EBA_F_04_08_FINREP_2_9,
EBA_FINREP_EBA_F_04_08_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04.08_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_04_08_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_08_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04.08_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_04_08_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_09_FINREP_2016-A_1,,X,,EBA_FINREP_EBA_F_04.09_FINREP_2016-A_1,,EBA_FINREP_EBA_F_04_09_FINREP_2016-A,
EBA_FINREP_EBA_F_04_09_FINREP_2016-A_2,,Y,,EBA_FINREP_EBA_F_04.09_FINREP_2016-A_2,,EBA_FINREP_EBA_F_04_09_FINREP_2016-A,
EBA_FINREP_EBA_F_04_09_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04.09_FINREP_2017-A_1,,EBA_FINREP_EBA_F_04_09_FINREP_2017-A,
EBA_FINREP_EBA_F_04_09_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04.09_FINREP_2017-A_2,,EBA_FINREP_EBA_F_04_09_FINREP_2017-A,
EBA_FINREP_EBA_F_04_09_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_04.09_FINREP_2.9_1,,EBA_FINREP_EBA_F_04_09_FINREP_2_9,
EBA_FINREP_EBA_F_04_09_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_04.09_FINREP_2.9_2,,EBA_FINREP_EBA_F_04_09_FINREP_2_9,
EBA_FINREP_EBA_F_04_09_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04.09_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_04_09_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_09_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04.09_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_04_09_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_10_FINREP_1,,X,,EBA_FINREP_EBA_F_04.10_FINREP_1,,EBA_FINREP_EBA_F_04_10_FINREP,
EBA_FINREP_EBA_F_04_10_FINREP_2,,Y,,EBA_FINREP_EBA_F_04.10_FINREP_2,,EBA_FINREP_EBA_F_04_10_FINREP,
EBA_FINREP_EBA_F_04_10_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04.10_FINREP_2017-A_1,,EBA_FINREP_EBA_F_04_10_FINREP_2017-A,
EBA_FINREP_EBA_F_04_10_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04.10_FINREP_2017-A_2,,EBA_FINREP_EBA_F_04_10_FINREP_2017-A,
EBA_FINREP_EBA_F_04_10_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_04.10_FINREP_2.9_1,,EBA_FINREP_EBA_F_04_10_FINREP_2_9,
EBA_FINREP_EBA_F_04_10_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_04.10_FINREP_2.9_2,,EBA_FINREP_EBA_F_04_10_FINREP_2_9,
EBA_FINREP_EBA_F_04_10_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04.10_FINREP_3.0-Ind_1,,EBA_FINREP_EBA_F_04_10_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_04_10_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04.10_FINREP_3.0-Ind_2,,EBA_FINREP_EBA_F_04_10_FINREP_3_0-Ind,
EBA_FINREP_EBA_F_05_00_FINREP_2015-A_1,,X,,EBA_FINREP_EBA_F_05.00_FINREP_2015-A_1,,EBA_FINREP_EBA_F_05_00_FINREP_2015-A,
EBA_FINREP_EBA_F_05_00_FINREP_2015-A_2,,Y,,EBA_FINREP_EBA_F_05.00_FINREP_2015-A_2,,EBA_FINREP_EBA_F_05_00_FINREP_2015-A,
EBA_FINREP_EBA_F_05_01_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_05.01_FINREP_2017-A_2,,EBA_FINREP_EBA_F_05_01_FINREP_2017-A,
EBA_FINREP_EBA_F_05_01_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_05.01_FINREP_2017-A_3,,EBA_FINREP_EBA_F_05_01_FINREP_2017-A,
