MAINTENANCE_AGENCY_ID,CUBE_ID,NAME,CODE,FRAMEWORK_ID,CUBE_STRUCTURE_ID,CUBE_TYPE,IS_ALLOWED,VALID_FROM,VALID_TO,VERSION,DESCRIPTION,PUBLISHED,DATASET_URL,FILTERS,DI_EXPORT
,MSTR_AGRMNT,MSTR_AGRMNT,,BIRD_EIL,MSTR_AGRMNT,,,,,,,,,,
,MSTR_AGRMNT_ENTTY_RL_ASSGNMNT,MSTR_AGRMNT_ENTTY_RL_ASSGNMNT,,BIRD_EIL,MSTR_AGRMNT_ENTTY_RL_ASSGNMNT,,,,,,,,,,
,MSTR_AGRMNT_FNNCL_CNTRCT_ASSGNMNT,MSTR_AGRMNT_FNNCL_CNTRCT_ASSGNMNT,,BIRD_EIL,MSTR_AGRMNT_FNNCL_CNTRCT_ASSGNMNT,,,,,,,,,,
,MetaDataTrail,MetaDataTrail,,BIRD_EIL,MetaDataTrail,,,,,,,,,,
,NN_FNNCL_ASST,NN_FNNCL_ASST,,BIRD_EIL,NN_FNNCL_ASST,,,,,,,,,,
,NN_FNNCL_LBLTY,NN_FNNCL_LBLTY,,BIRD_EIL,NN_FNNCL_LBLTY,,,,,,,,,,
,NTRL_PRSN_KY_MNGMNT_PRSNLL_ASSGNMNT,NTRL_PRSN_KY_MNGMNT_PRSNLL_ASSGNMNT,,BIRD_EIL,NTRL_PRSN_KY_MNGMNT_PRSNLL_ASSGNMNT,,,,,,,,,,
,ORDINATE_ITEM,ORDINATE_ITEM,,BIRD_EIL,ORDINATE_ITEM,,,,,,,,,,
,OTC_DRVTV_HDG,OTC_DRVTV_HDG,,BIRD_EIL,OTC_DRVTV_HDG,,,,,,,,,,
,OTC_DRVTV_INSTRMNT_SNTHTC_SCRTSTN_ASSGNMNT,OTC_DRVTV_INSTRMNT_SNTHTC_SCRTSTN_ASSGNMNT,,BIRD_EIL,OTC_DRVTV_INSTRMNT_SNTHTC_SCRTSTN_ASSGNMNT,,,,,,,,,,
,OTHR_PRTY_ID,OTHR_PRTY_ID,,BIRD_EIL,OTHR_PRTY_ID,,,,,,,,,,
,PRPRTY_PLNT_EQPMNT_TKN_PSSSSN,PRPRTY_PLNT_EQPMNT_TKN_PSSSSN,,BIRD_EIL,PRPRTY_PLNT_EQPMNT_TKN_PSSSSN,,,,,,,,,,
,PRTCTN_ARRNGMNT,PRTCTN_ARRNGMNT,,BIRD_EIL,PRTCTN_ARRNGMNT,,,,,,,,,,
,PRTCTN_ARRNGMNT_RL,PRTCTN_ARRNGMNT_RL,,BIRD_EIL,PRTCTN_ARRNGMNT_RL,,,,,,,,,,
,PRTCTN_PRTCTN_PRVD_ASSGNMNT,PRTCTN_PRTCTN_PRVD_ASSGNMNT,,BIRD_EIL,PRTCTN_PRTCTN_PRVD_ASSGNMNT,,,,,,,,,,
,PRTNR_ENTRPRS_ASSGNMNT,PRTNR_ENTRPRS_ASSGNMNT,,BIRD_EIL,PRTNR_ENTRPRS_ASSGNMNT,,,,,,,,,,
,PRTY,PRTY,,BIRD_EIL,PRTY,,,,,,,,,,
,PRTY_CD,PRTY_CD,,BIRD_EIL,PRTY_CD,,,,,,,,,,
,PRTY_PRVS_PRD_DT,PRTY_PRVS_PRD_DT,,BIRD_EIL,PRTY_PRVS_PRD_DT,,,,,,,,,,
,ParallelGateway,ParallelGateway,,BIRD_EIL,ParallelGateway,,,,,,,,,,
,Permission,Permission,,BIRD_EIL,Permission,,,,,,,,,,
,PopulatedDataBaseTable,PopulatedDataBaseTable,,BIRD_EIL,PopulatedDataBaseTable,,,,,,,,,,
,RPRCHS_AGRMNT_CMPNNT,RPRCHS_AGRMNT_CMPNNT,,BIRD_EIL,RPRCHS_AGRMNT_CMPNNT,,,,,,,,,,
,RSK_FAC_SA,RSK_FAC_SA,,BIRD_EIL,RSK_FAC_SA,,,,,,,,,,
,RTNG_AGNCY,RTNG_AGNCY,,BIRD_EIL,RTNG_AGNCY,,,,,,,,,,
,RTNG_AGNCY_EXCSS_MTHDLGY_CVRD_BND_PRGRMM_ASSGNMNT,RTNG_AGNCY_EXCSS_MTHDLGY_CVRD_BND_PRGRMM_ASSGNMNT,,BIRD_EIL,RTNG_AGNCY_EXCSS_MTHDLGY_CVRD_BND_PRGRMM_ASSGNMNT,,,,,,,,,,
,RTNG_GRD,RTNG_GRD,,BIRD_EIL,RTNG_GRD,,,,,,,,,,
,RTNG_GRD_CNTRL_BNK_PRVT_SCTR_CMPN_ASSGNMNT,RTNG_GRD_CNTRL_BNK_PRVT_SCTR_CMPN_ASSGNMNT,,BIRD_EIL,RTNG_GRD_CNTRL_BNK_PRVT_SCTR_CMPN_ASSGNMNT,,,,,,,,,,
,RTNG_GRD_CNTRY_ASSGNMNT,RTNG_GRD_CNTRY_ASSGNMNT,,BIRD_EIL,RTNG_GRD_CNTRY_ASSGNMNT,,,,,,,,,,
,RTNG_GRD_ISS_BSD_RTNG_SSTM_DBT_SCRTY_ASSGNMNT,RTNG_GRD_ISS_BSD_RTNG_SSTM_DBT_SCRTY_ASSGNMNT,,BIRD_EIL,RTNG_GRD_ISS_BSD_RTNG_SSTM_DBT_SCRTY_ASSGNMNT,,,,,,,,,,
,RTNG_SYSTM,RTNG_SYSTM,,BIRD_EIL,RTNG_SYSTM,,,,,,,,,,
,RTNG_SYSTM_APPLD_LGL_PRSN,RTNG_SYSTM_APPLD_LGL_PRSN,,BIRD_EIL,RTNG_SYSTM_APPLD_LGL_PRSN,,,,,,,,,,
,RequirementType,RequirementType,,BIRD_EIL,RequirementType,,,,,,,,,,
,RequirementsModule,RequirementsModule,,BIRD_EIL,RequirementsModule,,,,,,,,,,
,RequirementsModuleRule,RequirementsModuleRule,,BIRD_EIL,RequirementsModuleRule,,,,,,,,,,
,RequirementsSection,RequirementsSection,,BIRD_EIL,RequirementsSection,,,,,,,,,,
,RequirementsSectionImage,RequirementsSectionImage,,BIRD_EIL,RequirementsSectionImage,,,,,,,,,,
,RequirementsSectionLinkWithText,RequirementsSectionLinkWithText,,BIRD_EIL,RequirementsSectionLinkWithText,,,,,,,,,,
,RequirementsSectionText,RequirementsSectionText,,BIRD_EIL,RequirementsSectionText,,,,,,,,,,
,SBSDRY_JNT_VNTR_ASSCT_OTHR_ORGNSTN_ASSGNMNT,SBSDRY_JNT_VNTR_ASSCT_OTHR_ORGNSTN_ASSGNMNT,,BIRD_EIL,SBSDRY_JNT_VNTR_ASSCT_OTHR_ORGNSTN_ASSGNMNT,,,,,,,,,,
,SCRTY_BRRWNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT,SCRTY_BRRWNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT,,BIRD_EIL,SCRTY_BRRWNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT,,,,,,,,,,
,SCRTY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL,SCRTY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL,,BIRD_EIL,SCRTY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL,,,,,,,,,,
,SCRTY_CLLTRL_LNDNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT,SCRTY_CLLTRL_LNDNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT,,BIRD_EIL,SCRTY_CLLTRL_LNDNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT,,,,,,,,,,
,SCRTY_ENTTY_RL_ASSGNMNT,SCRTY_ENTTY_RL_ASSGNMNT,,BIRD_EIL,SCRTY_ENTTY_RL_ASSGNMNT,,,,,,,,,,
,SCRTY_EXCHNG_TRDBL_DRVTV,SCRTY_EXCHNG_TRDBL_DRVTV,,BIRD_EIL,SCRTY_EXCHNG_TRDBL_DRVTV,,,,,,,,,,
,SCRTY_HDGD_EXCHNG_TRDBL_DRVTV,SCRTY_HDGD_EXCHNG_TRDBL_DRVTV,,BIRD_EIL,SCRTY_HDGD_EXCHNG_TRDBL_DRVTV,,,,,,,,,,
,SCRTY_LNDNG_CMPNNT_SCRTY_ASSGNMNT,SCRTY_LNDNG_CMPNNT_SCRTY_ASSGNMNT,,BIRD_EIL,SCRTY_LNDNG_CMPNNT_SCRTY_ASSGNMNT,,,,,,,,,,
,SCRTY_PSTN,SCRTY_PSTN,,BIRD_EIL,SCRTY_PSTN,,,,,,,,,,
,SCRTY_PSTN_HDGD_OTC_DRVTV,SCRTY_PSTN_HDGD_OTC_DRVTV,,BIRD_EIL,SCRTY_PSTN_HDGD_OTC_DRVTV,,,,,,,,,,
,SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT,SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT,,BIRD_EIL,SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT,,,,,,,,,,
,SGNFCNT_CRRNCY_DPRCTN_CNTNGNT_ENCMBRNC,SGNFCNT_CRRNCY_DPRCTN_CNTNGNT_ENCMBRNC,,BIRD_EIL,SGNFCNT_CRRNCY_DPRCTN_CNTNGNT_ENCMBRNC,,,,,,,,,,
,SHRT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT,SHRT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT,,BIRD_EIL,SHRT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT,,,,,,,,,,
,SNTHTC_SCRTSTN,SNTHTC_SCRTSTN,,BIRD_EIL,SNTHTC_SCRTSTN,,,,,,,,,,
,SUBDOMAIN,SUBDOMAIN,,BIRD_EIL,SUBDOMAIN,,,,,,,,,,
,SUBDOMAIN_ENUMERATION,SUBDOMAIN_ENUMERATION,,BIRD_EIL,SUBDOMAIN_ENUMERATION,,,,,,,,,,
,SYNDCTD_CNTRCT,SYNDCTD_CNTRCT,,BIRD_EIL,SYNDCTD_CNTRCT,,,,,,,,,,
,Scenario,Scenario,,BIRD_EIL,Scenario,,,,,,,,,,
,ScenarioTag,ScenarioTag,,BIRD_EIL,ScenarioTag,,,,,,,,,,
,ScriptTask,ScriptTask,,BIRD_EIL,ScriptTask,,,,,,,,,,
,ScriptTaskSelectionLayer,ScriptTaskSelectionLayer,,BIRD_EIL,ScriptTaskSelectionLayer,,,,,,,,,,
,SelectionLayer,SelectionLayer,,BIRD_EIL,SelectionLayer,,,,,,,,,,
,SequenceFlow,SequenceFlow,,BIRD_EIL,SequenceFlow,,,,,,,,,,
,ServiceTask,ServiceTask,,BIRD_EIL,ServiceTask,,,,,,,,,,
,ServiceTaskScenario,ServiceTaskScenario,,BIRD_EIL,ServiceTaskScenario,,,,,,,,,,
,Session,Session,,BIRD_EIL,Session,,,,,,,,,,
,SubProcess,SubProcess,,BIRD_EIL,SubProcess,,,,,,,,,,
,SubProcessFlowElement,SubProcessFlowElement,,BIRD_EIL,SubProcessFlowElement,,,,,,,,,,
,TABLE,TABLE,,BIRD_EIL,TABLE,,,,,,,,,,
,TABLE_AMENDMENT,TABLE_AMENDMENT,,BIRD_EIL,TABLE_AMENDMENT,,,,,,,,,,
,TABLE_CELL,TABLE_CELL,,BIRD_EIL,TABLE_CELL,,,,,,,,,,
,TRDTNL_SCRTSTN,TRDTNL_SCRTSTN,,BIRD_EIL,TRDTNL_SCRTSTN,,,,,,,,,,
,TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_DPST,TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_DPST,,BIRD_EIL,TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_DPST,,,,,,,,,,
,TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_FNNCL_GRNT,TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_FNNCL_GRNT,,BIRD_EIL,TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_FNNCL_GRNT,,,,,,,,,,
,TRNCH_TRDTNL_SCRTSTN,TRNCH_TRDTNL_SCRTSTN,,BIRD_EIL,TRNCH_TRDTNL_SCRTSTN,,,,,,,,,,
,TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT,TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT,,BIRD_EIL,TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT,,,,,,,,,,
,TableCreationFunction,TableCreationFunction,,BIRD_EIL,TableCreationFunction,,,,,,,,,,
,TableCreationFunctionColumn,TableCreationFunctionColumn,,BIRD_EIL,TableCreationFunctionColumn,,,,,,,,,,
,TableCreationSourceTable,TableCreationSourceTable,,BIRD_EIL,TableCreationSourceTable,,,,,,,,,,
,Tag,Tag,,BIRD_EIL,Tag,,,,,,,,,,
,TagGroup,TagGroup,,BIRD_EIL,TagGroup,,,,,,,,,,
,TagGroupItem,TagGroupItem,,BIRD_EIL,TagGroupItem,,,,,,,,,,
,TagRequirement,TagRequirement,,BIRD_EIL,TagRequirement,,,,,,,,,,
,Task,Task,,BIRD_EIL,Task,,,,,,,,,,
,TitledRequirementsSection,TitledRequirementsSection,,BIRD_EIL,TitledRequirementsSection,,,,,,,,,,
,TitledRequirementsSectionContent,TitledRequirementsSectionContent,,BIRD_EIL,TitledRequirementsSectionContent,,,,,,,,,,
,Trail,Trail,,BIRD_EIL,Trail,,,,,,,,,,
,TransformationStep,TransformationStep,,BIRD_EIL,TransformationStep,,,,,,,,,,
,TransformationStepInput,TransformationStepInput,,BIRD_EIL,TransformationStepInput,,,,,,,,,,
,TransformationStepOutput,TransformationStepOutput,,BIRD_EIL,TransformationStepOutput,,,,,,,,,,
,User,User,,BIRD_EIL,User,,,,,,,,,,
,UserTask,UserTask,,BIRD_EIL,UserTask,,,,,,,,,,
,VARIABLE,VARIABLE,,BIRD_EIL,VARIABLE,,,,,,,,,,
,VARIABLE_MAPPING,VARIABLE_MAPPING,,BIRD_EIL,VARIABLE_MAPPING,,,,,,,,,,
,VARIABLE_MAPPING_ITEM,VARIABLE_MAPPING_ITEM,,BIRD_EIL,VARIABLE_MAPPING_ITEM,,,,,,,,,,
,VARIABLE_SET,VARIABLE_SET,,BIRD_EIL,VARIABLE_SET,,,,,,,,,,
,VARIABLE_SET_ENUMERATION,VARIABLE_SET_ENUMERATION,,BIRD_EIL,VARIABLE_SET_ENUMERATION,,,,,,,,,,
,WorkflowModule,WorkflowModule,,BIRD_EIL,WorkflowModule,,,,,,,,,,
,WorkflowModuleContent,WorkflowModuleContent,,BIRD_EIL,WorkflowModuleContent,,,,,,,,,,
,WorkflowSession,WorkflowSession,,BIRD_EIL,WorkflowSession,,,,,,,,,,
,WorkflowTaskDependency,WorkflowTaskDependency,,BIRD_EIL,WorkflowTaskDependency,,,,,,,,,,
,WorkflowTaskExecution,WorkflowTaskExecution,,BIRD_EIL,WorkflowTaskExecution,,,,,,,,,,
