CELL_ID,IS_SHADED,TABLE_CELL_COMBINATION_ID,TABLE_ID,SYSTEM_DATA_CODE,NAME
127151_REF,,31870_REF,FINREP_REF_F_00_01_REF_FINREP,,127151_REF
127152_REF,,37969_REF,FINREP_REF_F_00_01_REF_FINREP,,127152_REF
2739705_REF,,151319_REF,FINREP_REF_F_08_02_REF_FINREP 2_8,,2739705_REF
2739706_REF,,151321_REF,FINREP_REF_F_08_02_REF_FINREP 2_8,,2739706_REF
2739707_REF,,151320_REF,FINREP_REF_F_08_02_REF_FINREP 2_8,,2739707_REF
2739708_REF,,151235_REF,FINREP_REF_F_08_02_REF_FINREP 2_8,,2739708_REF
2739709_REF,,151237_REF,FINREP_REF_F_08_02_REF_FINREP 2_8,,2739709_REF
2739710_REF,,151236_REF,FINREP_REF_F_08_02_REF_FINREP 2_8,,2739710_REF
2739711_REF,,151847_REF,FINREP_REF_F_08_02_REF_FINREP 2_8,,2739711_REF
2739712_REF,,151846_REF,FINREP_REF_F_08_02_REF_FINREP 2_8,,2739712_REF
2739713_REF,,151848_REF,FINREP_REF_F_08_02_REF_FINREP 2_8,,2739713_REF
2739714_REF,,11321_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739714_REF
2739715_REF,,11320_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739715_REF
2739716_REF,,11323_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739716_REF
2739717_REF,,11319_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739717_REF
2739718_REF,,11318_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739718_REF
2739719_REF,,11322_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739719_REF
2739720_REF,,45961_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739720_REF
2739721_REF,,45960_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739721_REF
2739722_REF,,45963_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739722_REF
2739723_REF,,45959_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739723_REF
2739724_REF,,45958_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739724_REF
2739725_REF,,45962_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739725_REF
2739726_REF,,11227_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739726_REF
2739727_REF,,11226_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739727_REF
2739728_REF,,11225_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739728_REF
2739729_REF,,11228_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739729_REF
2739730_REF,,11431_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739730_REF
2739731_REF,,11430_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739731_REF
2739732_REF,,11429_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739732_REF
2739733_REF,,11432_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739733_REF
2739734_REF,,45829_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739734_REF
2739735_REF,,45828_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739735_REF
2739736_REF,,45827_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739736_REF
2739737_REF,,45830_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739737_REF
2739738_REF,,11483_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739738_REF
2739739_REF,,152666_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739739_REF
2739740_REF,,113165_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739740_REF
2739741_REF,,113167_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739741_REF
2739742_REF,,113166_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739742_REF
2739743_REF,,113164_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739743_REF
2739744_REF,,10905_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739744_REF
2739745_REF,,32577_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739745_REF
2739746_REF,,11327_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739746_REF
2739747_REF,,11326_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739747_REF
2739748_REF,,11329_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739748_REF
2739749_REF,,11325_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739749_REF
2739750_REF,,11324_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739750_REF
2739751_REF,,11328_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739751_REF
2739752_REF,,45967_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739752_REF
2739753_REF,,45966_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739753_REF
2739754_REF,,45969_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739754_REF
2739755_REF,,45965_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739755_REF
2739756_REF,,45964_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739756_REF
2739757_REF,,45968_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739757_REF
2739758_REF,,11231_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739758_REF
2739759_REF,,11230_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739759_REF
2739760_REF,,11229_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739760_REF
2739761_REF,,11232_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739761_REF
2739762_REF,,11435_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739762_REF
2739763_REF,,11434_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739763_REF
2739764_REF,,11433_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739764_REF
2739765_REF,,11436_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739765_REF
2739766_REF,,45833_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739766_REF
2739767_REF,,45832_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739767_REF
2739768_REF,,45831_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739768_REF
2739769_REF,,45834_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739769_REF
2739770_REF,,11484_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739770_REF
2739771_REF,,152667_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739771_REF
2739772_REF,,113170_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739772_REF
2739773_REF,,113172_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739773_REF
2739774_REF,,113171_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739774_REF
2739775_REF,,113169_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739775_REF
2739776_REF,,10906_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739776_REF
2739777_REF,,32583_REF,FINREP_REF_F_20_02_REF_FINREP 2_8,,2739777_REF
2739778_REF,,112806_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739778_REF
2739779_REF,,112764_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739779_REF
2739780_REF,,112798_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739780_REF
2739781_REF,,112807_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739781_REF
2739782_REF,,112765_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739782_REF
2739783_REF,,112799_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739783_REF
2739784_REF,,112793_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739784_REF
2739785_REF,,112805_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739785_REF
2739786_REF,,112757_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739786_REF
2739787_REF,,112771_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739787_REF
2739788_REF,,112763_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739788_REF
2739789_REF,,112797_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739789_REF
2739790_REF,,112792_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739790_REF
2739791_REF,,112809_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739791_REF
2739792_REF,,112759_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739792_REF
2739793_REF,,112773_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739793_REF
2739794_REF,,112767_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739794_REF
2739795_REF,,112801_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739795_REF
2739796_REF,,67802_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739796_REF
2739797_REF,,112785_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739797_REF
2739798_REF,,112790_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739798_REF
2739799_REF,,112782_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739799_REF
2739800_REF,,408938_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739800_REF
2739801_REF,,112781_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739801_REF
2739802_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739802_REF
2739803_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739803_REF
2739804_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739804_REF
2739805_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739805_REF
2739806_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739806_REF
2739807_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739807_REF
2739808_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739808_REF
2739809_REF,,152582_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739809_REF
2739810_REF,,152473_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739810_REF
2739811_REF,,152481_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739811_REF
2739812_REF,,152477_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739812_REF
2739813_REF,,152578_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739813_REF
2739814_REF,,152494_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739814_REF
2739815_REF,,152583_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739815_REF
2739816_REF,,152474_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739816_REF
2739817_REF,,152482_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739817_REF
2739818_REF,,152478_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739818_REF
2739819_REF,,152579_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739819_REF
2739820_REF,,152495_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739820_REF
2739821_REF,,152491_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739821_REF
2739822_REF,,152493_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739822_REF
2739823_REF,,152487_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739823_REF
2739824_REF,,408953_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739824_REF
2739825_REF,,152486_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739825_REF
2739826_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739826_REF
2739827_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739827_REF
2739828_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739828_REF
2739829_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739829_REF
2739830_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739830_REF
2739831_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739831_REF
2739832_REF,,,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739832_REF
2739833_REF,,152594_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739833_REF
2739834_REF,,152475_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739834_REF
2739835_REF,,152483_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739835_REF
2739836_REF,,152479_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739836_REF
2739837_REF,,152580_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739837_REF
2739838_REF,,152497_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739838_REF
2739839_REF,,152599_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739839_REF
2739840_REF,,152476_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739840_REF
2739841_REF,,152484_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739841_REF
2739842_REF,,152480_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739842_REF
2739843_REF,,152581_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739843_REF
2739844_REF,,152576_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739844_REF
2739845_REF,,152492_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739845_REF
2739846_REF,,152496_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739846_REF
2739847_REF,,152490_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739847_REF
2739848_REF,,408954_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739848_REF
2739849_REF,,152489_REF,FINREP_REF_F_20_04_REF_FINREP 2_8,,2739849_REF
2739850_REF,,67726_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739850_REF
2739851_REF,,109614_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739851_REF
2739852_REF,,67722_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739852_REF
2739853_REF,,67735_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739853_REF
2739854_REF,,67715_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739854_REF
2739855_REF,,67749_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739855_REF
2739856_REF,,67914_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739856_REF
2739857_REF,,32468_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739857_REF
2739858_REF,,67910_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739858_REF
2739859_REF,,67902_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739859_REF
2739860_REF,,67894_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739860_REF
2739861_REF,,39725_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739861_REF
2739862_REF,,110975_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739862_REF
2739863_REF,,67725_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739863_REF
2739864_REF,,109613_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739864_REF
2739865_REF,,67721_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739865_REF
2739866_REF,,67734_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739866_REF
2739867_REF,,67714_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739867_REF
2739868_REF,,67748_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739868_REF
2739869_REF,,67913_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739869_REF
2739870_REF,,32467_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739870_REF
2739871_REF,,67909_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739871_REF
2739872_REF,,67901_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739872_REF
2739873_REF,,67893_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739873_REF
2739874_REF,,39724_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739874_REF
2739875_REF,,110974_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739875_REF
2739876_REF,,67724_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739876_REF
2739877_REF,,109612_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739877_REF
2739878_REF,,67720_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739878_REF
2739879_REF,,67733_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739879_REF
2739880_REF,,67713_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739880_REF
2739881_REF,,67747_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739881_REF
2739882_REF,,67912_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739882_REF
2739883_REF,,32466_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739883_REF
2739884_REF,,67908_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739884_REF
2739885_REF,,67900_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739885_REF
2739886_REF,,67892_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739886_REF
2739887_REF,,39723_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739887_REF
2739888_REF,,110973_REF,FINREP_REF_F_30_02_REF_FINREP 2_8,,2739888_REF
2739889_REF,,57025_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739889_REF
2739890_REF,,33950_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739890_REF
2739891_REF,,84838_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739891_REF
2739892_REF,,33935_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739892_REF
2739893_REF,,33930_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739893_REF
2739894_REF,,33927_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739894_REF
2739895_REF,,10912_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739895_REF
2739896_REF,,11814_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739896_REF
2739897_REF,,33954_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739897_REF
2739898_REF,,84839_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739898_REF
2739899_REF,,151461_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739899_REF
2739900_REF,,151584_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739900_REF
2739901_REF,,151580_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739901_REF
2739902_REF,,151576_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739902_REF
2739903_REF,,33944_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739903_REF
2739904_REF,,38666_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739904_REF
2739905_REF,,38488_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739905_REF
2739906_REF,,37924_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739906_REF
2739907_REF,,151460_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739907_REF
2739908_REF,,151583_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739908_REF
2739909_REF,,151579_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739909_REF
2739910_REF,,151578_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739910_REF
2739911_REF,,151577_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739911_REF
2739912_REF,,152968_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739912_REF
2739913_REF,,112720_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739913_REF
2739914_REF,,112723_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739914_REF
2739915_REF,,112722_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739915_REF
2739916_REF,,112721_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739916_REF
2739917_REF,,11815_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739917_REF
2739918_REF,,33955_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739918_REF
2739919_REF,,33951_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739919_REF
2739920_REF,,33898_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739920_REF
2739921_REF,,33899_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739921_REF
2739922_REF,,155662_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739922_REF
2739923_REF,,155653_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739923_REF
2739924_REF,,33794_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739924_REF
2739925_REF,,33846_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739925_REF
2739926_REF,,33847_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739926_REF
2739927_REF,,33796_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739927_REF
2739928_REF,,10742_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739928_REF
2739929_REF,,10672_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739929_REF
2739930_REF,,45925_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739930_REF
2739931_REF,,56325_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739931_REF
2739932_REF,,56344_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739932_REF
2739933_REF,,33904_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739933_REF
2739934_REF,,33905_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739934_REF
2739935_REF,,11807_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739935_REF
2739936_REF,,148953_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739936_REF
2739937_REF,,33848_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739937_REF
2739938_REF,,33797_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739938_REF
2739939_REF,,46610_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739939_REF
2739940_REF,,33795_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739940_REF
2739941_REF,,57012_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739941_REF
2739942_REF,,46343_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739942_REF
2739943_REF,,33902_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739943_REF
2739944_REF,,10614_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739944_REF
2739945_REF,,11808_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739945_REF
2739946_REF,,152688_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739946_REF
2739947_REF,,57018_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739947_REF
2739948_REF,,11806_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739948_REF
2739949_REF,,10910_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739949_REF
2739950_REF,,33907_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739950_REF
2739951_REF,,33910_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739951_REF
2739952_REF,,33908_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739952_REF
2739953_REF,,46344_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739953_REF
2739954_REF,,33909_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739954_REF
2739955_REF,,57022_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739955_REF
2739956_REF,,155663_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739956_REF
2739957_REF,,155654_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739957_REF
2739958_REF,,33799_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739958_REF
2739959_REF,,33850_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739959_REF
2739960_REF,,33851_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739960_REF
2739961_REF,,33801_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739961_REF
2739962_REF,,10743_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739962_REF
2739963_REF,,10673_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739963_REF
2739964_REF,,45926_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739964_REF
2739965_REF,,56326_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739965_REF
2739966_REF,,56345_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739966_REF
2739967_REF,,33915_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739967_REF
2739968_REF,,33916_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739968_REF
2739969_REF,,11810_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739969_REF
2739970_REF,,148954_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739970_REF
2739971_REF,,33852_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739971_REF
2739972_REF,,33802_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739972_REF
2739973_REF,,46611_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739973_REF
2739974_REF,,33800_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739974_REF
2739975_REF,,57013_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739975_REF
2739976_REF,,46345_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739976_REF
2739977_REF,,33913_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739977_REF
2739978_REF,,10615_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739978_REF
2739979_REF,,11811_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739979_REF
2739980_REF,,152689_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739980_REF
2739981_REF,,57019_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739981_REF
2739982_REF,,11809_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739982_REF
2739983_REF,,10911_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739983_REF
2739984_REF,,33918_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739984_REF
2739985_REF,,33921_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739985_REF
2739986_REF,,33919_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739986_REF
2739987_REF,,46346_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739987_REF
2739988_REF,,33920_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739988_REF
2739989_REF,,57023_REF,FINREP_REF_F_20_03_REF_FINREP 2_8,,2739989_REF
2739990_REF,,152886_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739990_REF
2739991_REF,,151458_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739991_REF
2739992_REF,,151581_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739992_REF
2739993_REF,,151582_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739993_REF
2739994_REF,,408866_REF,FINREP_REF_F_03_00_REF_FINREP 2_8,,2739994_REF
