CELL_ID,IS_SHADED,TABLE_CELL_COMBINATION_ID,TABLE_ID,SYSTEM_DATA_CODE,NAME
3416889_REF,,433800_REF,FINREP_REF_F_16_01_REF_FINREP 3_0,,3416889_REF
3416890_REF,,433802_REF,FINREP_REF_F_16_01_REF_FINREP 3_0,,3416890_REF
3416891_REF,,433758_REF,FINREP_REF_F_16_01_REF_FINREP 3_0,,3416891_REF
3416892_REF,,433757_REF,FINREP_REF_F_16_01_REF_FINREP 3_0,,3416892_REF
3416893_REF,,433759_REF,FINREP_REF_F_16_01_REF_FINREP 3_0,,3416893_REF
3416894_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416894_REF
3416895_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416895_REF
3416896_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416896_REF
3416897_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416897_REF
3416898_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416898_REF
3416899_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416899_REF
3416900_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416900_REF
3416901_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416901_REF
3416902_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416902_REF
3416903_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416903_REF
3416904_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416904_REF
3416905_REF,,,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416905_REF
3416906_REF,,433761_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416906_REF
3416907_REF,,433762_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416907_REF
3416908_REF,,433763_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416908_REF
3416909_REF,,433764_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416909_REF
3416910_REF,,433765_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416910_REF
3416911_REF,,433766_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416911_REF
3416912_REF,,433767_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416912_REF
3416913_REF,,433768_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416913_REF
3416914_REF,,433769_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416914_REF
3416915_REF,,433770_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416915_REF
3416916_REF,,433771_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416916_REF
3416917_REF,,33817_REF,FINREP_REF_F_16_08_REF_FINREP 3_0,,3416917_REF
3416918_REF,,429192_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416918_REF
3416919_REF,,430325_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416919_REF
3416920_REF,,430364_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416920_REF
3416921_REF,,430280_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416921_REF
3416922_REF,,430307_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416922_REF
3416923_REF,,430656_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416923_REF
3416924_REF,,430679_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416924_REF
3416925_REF,,430617_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416925_REF
3416926_REF,,430644_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416926_REF
3416927_REF,,429201_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416927_REF
3416928_REF,,430334_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416928_REF
3416929_REF,,430373_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416929_REF
3416930_REF,,430289_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416930_REF
3416931_REF,,430304_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416931_REF
3416932_REF,,430665_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416932_REF
3416933_REF,,430688_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416933_REF
3416934_REF,,430626_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416934_REF
3416935_REF,,430641_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416935_REF
3416936_REF,,429202_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416936_REF
3416937_REF,,430335_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416937_REF
3416938_REF,,430374_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416938_REF
3416939_REF,,430290_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416939_REF
3416940_REF,,430305_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416940_REF
3416941_REF,,430666_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416941_REF
3416942_REF,,430689_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416942_REF
3416943_REF,,430627_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416943_REF
3416944_REF,,430642_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416944_REF
3416945_REF,,429203_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416945_REF
3416946_REF,,430336_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416946_REF
3416947_REF,,430375_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416947_REF
3416948_REF,,430291_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416948_REF
3416949_REF,,430306_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416949_REF
3416950_REF,,430667_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416950_REF
3416951_REF,,430690_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416951_REF
3416952_REF,,430628_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416952_REF
3416953_REF,,430643_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416953_REF
3416954_REF,,429188_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416954_REF
3416955_REF,,429895_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416955_REF
3416956_REF,,429717_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416956_REF
3416957_REF,,429736_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416957_REF
3416958_REF,,429726_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416958_REF
3416959_REF,,429877_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416959_REF
3416960_REF,,429852_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416960_REF
3416961_REF,,431105_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416961_REF
3416962_REF,,431045_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416962_REF
3416963_REF,,429737_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416963_REF
3416964_REF,,431074_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416964_REF
3416965_REF,,429878_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416965_REF
3416966_REF,,429853_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416966_REF
3416967_REF,,429827_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416967_REF
3416968_REF,,429851_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416968_REF
3416969_REF,,429760_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416969_REF
3416970_REF,,429759_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416970_REF
3416971_REF,,429761_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416971_REF
3416972_REF,,429896_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416972_REF
3416973_REF,,430405_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416973_REF
3416974_REF,,430189_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416974_REF
3416975_REF,,430225_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416975_REF
3416976_REF,,430207_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416976_REF
3416977_REF,,430386_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416977_REF
3416978_REF,,430353_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416978_REF
3416979_REF,,430407_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416979_REF
3416980_REF,,430190_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416980_REF
3416981_REF,,430226_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416981_REF
3416982_REF,,430208_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416982_REF
3416983_REF,,430387_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416983_REF
3416984_REF,,430354_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416984_REF
3416985_REF,,430269_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416985_REF
3416986_REF,,430406_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416986_REF
3416987_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416987_REF
3416988_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416988_REF
3416989_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416989_REF
3416990_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416990_REF
3416991_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416991_REF
3416992_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416992_REF
3416993_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416993_REF
3416994_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416994_REF
3416995_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416995_REF
3416996_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416996_REF
3416997_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416997_REF
3416998_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416998_REF
3416999_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3416999_REF
3417000_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417000_REF
3417001_REF,,429413_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417001_REF
3417002_REF,,429223_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417002_REF
3417003_REF,,430321_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417003_REF
3417004_REF,,430352_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417004_REF
3417005_REF,,430268_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417005_REF
3417006_REF,,430270_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417006_REF
3417007_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417007_REF
3417008_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417008_REF
3417009_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417009_REF
3417010_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417010_REF
3417011_REF,,429190_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417011_REF
3417012_REF,,429898_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417012_REF
3417013_REF,,429719_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417013_REF
3417014_REF,,429739_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417014_REF
3417015_REF,,429728_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417015_REF
3417016_REF,,429880_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417016_REF
3417017_REF,,429857_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417017_REF
3417018_REF,,431107_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417018_REF
3417019_REF,,431047_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417019_REF
3417020_REF,,429741_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417020_REF
3417021_REF,,431076_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417021_REF
3417022_REF,,429882_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417022_REF
3417023_REF,,429859_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417023_REF
3417024_REF,,429829_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417024_REF
3417025_REF,,429855_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417025_REF
3417026_REF,,429766_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417026_REF
3417027_REF,,429763_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417027_REF
3417028_REF,,429767_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417028_REF
3417029_REF,,429900_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417029_REF
3417030_REF,,430409_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417030_REF
3417031_REF,,430192_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417031_REF
3417032_REF,,430228_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417032_REF
3417033_REF,,430210_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417033_REF
3417034_REF,,430389_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417034_REF
3417035_REF,,430358_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417035_REF
3417036_REF,,430413_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417036_REF
3417037_REF,,430194_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417037_REF
3417038_REF,,430230_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417038_REF
3417039_REF,,430212_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417039_REF
3417040_REF,,430391_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417040_REF
3417041_REF,,430360_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417041_REF
3417042_REF,,430275_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417042_REF
3417043_REF,,430411_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417043_REF
3417044_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417044_REF
3417045_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417045_REF
3417046_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417046_REF
3417047_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417047_REF
3417048_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417048_REF
3417049_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417049_REF
3417050_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417050_REF
3417051_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417051_REF
3417052_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417052_REF
3417053_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417053_REF
3417054_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417054_REF
3417055_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417055_REF
3417056_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417056_REF
3417057_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417057_REF
3417058_REF,,429415_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417058_REF
3417059_REF,,429225_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417059_REF
3417060_REF,,430323_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417060_REF
3417061_REF,,430356_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417061_REF
3417062_REF,,430272_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417062_REF
3417063_REF,,430276_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417063_REF
3417064_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417064_REF
3417065_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417065_REF
3417066_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417066_REF
3417067_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417067_REF
3417068_REF,,429193_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417068_REF
3417069_REF,,430326_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417069_REF
3417070_REF,,430365_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417070_REF
3417071_REF,,430281_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417071_REF
3417072_REF,,430292_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417072_REF
3417073_REF,,430657_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417073_REF
3417074_REF,,430680_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417074_REF
3417075_REF,,430618_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417075_REF
3417076_REF,,430629_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417076_REF
3417077_REF,,429198_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417077_REF
3417078_REF,,430331_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417078_REF
3417079_REF,,430370_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417079_REF
3417080_REF,,430286_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417080_REF
3417081_REF,,430297_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417081_REF
3417082_REF,,430662_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417082_REF
3417083_REF,,430685_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417083_REF
3417084_REF,,430623_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417084_REF
3417085_REF,,430634_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417085_REF
3417086_REF,,429195_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417086_REF
3417087_REF,,430328_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417087_REF
3417088_REF,,430367_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417088_REF
3417089_REF,,430283_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417089_REF
3417090_REF,,430294_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417090_REF
3417091_REF,,430659_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417091_REF
3417092_REF,,430682_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417092_REF
3417093_REF,,430620_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417093_REF
3417094_REF,,430631_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417094_REF
3417095_REF,,429194_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417095_REF
3417096_REF,,430327_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417096_REF
3417097_REF,,430366_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417097_REF
3417098_REF,,430282_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417098_REF
3417099_REF,,430293_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417099_REF
3417100_REF,,430658_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417100_REF
3417101_REF,,430681_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417101_REF
3417102_REF,,430619_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417102_REF
3417103_REF,,430630_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417103_REF
3417104_REF,,429196_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417104_REF
3417105_REF,,429903_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417105_REF
3417106_REF,,429721_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417106_REF
3417107_REF,,429744_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417107_REF
3417108_REF,,429730_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417108_REF
3417109_REF,,429885_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417109_REF
3417110_REF,,429867_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417110_REF
3417111_REF,,431113_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417111_REF
3417112_REF,,431053_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417112_REF
3417113_REF,,429748_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417113_REF
3417114_REF,,431082_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417114_REF
3417115_REF,,429889_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417115_REF
3417116_REF,,429871_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417116_REF
3417117_REF,,429843_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417117_REF
3417118_REF,,429863_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417118_REF
3417119_REF,,429780_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417119_REF
3417120_REF,,429771_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417120_REF
3417121_REF,,429776_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417121_REF
3417122_REF,,429907_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417122_REF
3417123_REF,,430417_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417123_REF
3417124_REF,,430197_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417124_REF
3417125_REF,,430233_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417125_REF
3417126_REF,,430215_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417126_REF
3417127_REF,,430394_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417127_REF
3417128_REF,,430376_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417128_REF
3417129_REF,,430425_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417129_REF
3417130_REF,,430201_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417130_REF
3417131_REF,,430237_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417131_REF
3417132_REF,,430219_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417132_REF
3417133_REF,,430398_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417133_REF
3417134_REF,,430380_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417134_REF
3417135_REF,,430300_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417135_REF
3417136_REF,,430421_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417136_REF
3417137_REF,,430707_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417137_REF
3417138_REF,,430571_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417138_REF
3417139_REF,,430587_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417139_REF
3417140_REF,,430579_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417140_REF
3417141_REF,,430699_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417141_REF
3417142_REF,,430691_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417142_REF
3417143_REF,,430715_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417143_REF
3417144_REF,,430575_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417144_REF
3417145_REF,,430591_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417145_REF
3417146_REF,,430583_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417146_REF
3417147_REF,,430703_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417147_REF
3417148_REF,,430695_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417148_REF
3417149_REF,,430637_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417149_REF
3417150_REF,,430711_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417150_REF
3417151_REF,,429417_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417151_REF
3417152_REF,,429227_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417152_REF
3417153_REF,,430329_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417153_REF
3417154_REF,,430368_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417154_REF
3417155_REF,,430284_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417155_REF
3417156_REF,,430295_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417156_REF
3417157_REF,,430660_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417157_REF
3417158_REF,,430683_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417158_REF
3417159_REF,,430621_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417159_REF
3417160_REF,,430632_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417160_REF
3417161_REF,,429197_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417161_REF
3417162_REF,,429904_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417162_REF
3417163_REF,,429722_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417163_REF
3417164_REF,,429745_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417164_REF
3417165_REF,,429731_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417165_REF
3417166_REF,,429886_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417166_REF
3417167_REF,,429868_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417167_REF
3417168_REF,,431114_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417168_REF
3417169_REF,,431054_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417169_REF
3417170_REF,,429749_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417170_REF
3417171_REF,,431083_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417171_REF
3417172_REF,,429890_REF,FINREP_REF_F_18_00_a_REF_FINREP 3_0,,3417172_REF
