CUBE_STRUCTURE_ITEM_LINK_ID,CUBE_LINK_ID,FOREIGN_CUBE_VARIABLE_CODE,PRIMARY_CUBE_VARIABLE_CODE
F_04_07_REF_FINREP_3_0:SCRTY_ENTTY_RL_ASSGNMNT:Equity instruments security:PRTY_RL_TYP:PRTY_RL_TYP,F_04_07_REF_FINREP_3_0:SCRTY_ENTTY_RL_ASSGNMNT:Equity instruments security,2058,1725
F_04_07_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Debt securities:NGTBL_SCRTY_INDCTR:NGTBL_SCRTY_INDCTR,F_04_07_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Debt securities,2061,1763
F_04_07_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Equity instruments security:NGTBL_SCRTY_INDCTR:NGTBL_SCRTY_INDCTR,F_04_07_REF_FINREP_3_0:SCRTY_EXCHNG_TRDBL_DRVTV:Equity instruments security,2061,1763
F_04_07_REF_FINREP_3_0:SCRTY_PSTN:Debt securities:CRRYNG_AMNT:CRRYNG_AMNT,F_04_07_REF_FINREP_3_0:SCRTY_PSTN:Debt securities,2052,1829
F_04_07_REF_FINREP_3_0:SCRTY_PSTN:Equity instruments security:CRRYNG_AMNT:CRRYNG_AMNT,F_04_07_REF_FINREP_3_0:SCRTY_PSTN:Equity instruments security,2052,1829
F_04_08_REF_FINREP_3_0:INSTRMNT:Advances that are not loans:INSTRMNT_TYP_PRDCT:INSTRMNT_TYP_PRDCT,F_04_08_REF_FINREP_3_0:INSTRMNT:Advances that are not loans,2114,962
F_04_08_REF_FINREP_3_0:INSTRMNT:Credit card debt:INSTRMNT_TYP_PRDCT:INSTRMNT_TYP_PRDCT,F_04_08_REF_FINREP_3_0:INSTRMNT:Credit card debt,2114,962
F_04_08_REF_FINREP_3_0:INSTRMNT:Equity instruments instrument:INSTRMNT_TYP_PRDCT:INSTRMNT_TYP_PRDCT,F_04_08_REF_FINREP_3_0:INSTRMNT:Equity instruments instrument,2114,962
F_04_08_REF_FINREP_3_0:INSTRMNT:Finance leases:INSTRMNT_TYP_PRDCT:INSTRMNT_TYP_PRDCT,F_04_08_REF_FINREP_3_0:INSTRMNT:Finance leases,2114,962
F_04_08_REF_FINREP_3_0:INSTRMNT:On demand and short notice:INSTRMNT_TYP_PRDCT:INSTRMNT_TYP_PRDCT,F_04_08_REF_FINREP_3_0:INSTRMNT:On demand and short notice,2114,962
F_04_08_REF_FINREP_3_0:INSTRMNT:Other loans:INSTRMNT_TYP_PRDCT:INSTRMNT_TYP_PRDCT,F_04_08_REF_FINREP_3_0:INSTRMNT:Other loans,2114,962
F_04_08_REF_FINREP_3_0:INSTRMNT:Reverse repurchase agreements:INSTRMNT_TYP_PRDCT:INSTRMNT_TYP_PRDCT,F_04_08_REF_FINREP_3_0:INSTRMNT:Reverse repurchase agreements,2114,962
F_04_08_REF_FINREP_3_0:INSTRMNT:Trade receivables:INSTRMNT_TYP_PRDCT:INSTRMNT_TYP_PRDCT,F_04_08_REF_FINREP_3_0:INSTRMNT:Trade receivables,2114,962
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Advances that are not loans:MN_DBTR_INDCTR:MN_DBTR_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Advances that are not loans,2113,1015
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Advances that are not loans:PRTY_RL_TYP:PRTY_RL_TYP,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Advances that are not loans,2112,1010
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Credit card debt:MN_DBTR_INDCTR:MN_DBTR_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Credit card debt,2113,1015
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Credit card debt:PRTY_RL_TYP:PRTY_RL_TYP,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Credit card debt,2112,1010
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Equity instruments instrument:MN_DBTR_INDCTR:MN_DBTR_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Equity instruments instrument,2113,1015
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Equity instruments instrument:PRTY_RL_TYP:PRTY_RL_TYP,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Equity instruments instrument,2112,1010
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Finance leases:MN_DBTR_INDCTR:MN_DBTR_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Finance leases,2113,1015
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Finance leases:PRTY_RL_TYP:PRTY_RL_TYP,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Finance leases,2112,1010
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:On demand and short notice:MN_DBTR_INDCTR:MN_DBTR_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:On demand and short notice,2113,1015
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:On demand and short notice:PRTY_RL_TYP:PRTY_RL_TYP,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:On demand and short notice,2112,1010
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Other loans:MN_DBTR_INDCTR:MN_DBTR_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Other loans,2113,1015
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Other loans:PRTY_RL_TYP:PRTY_RL_TYP,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Other loans,2112,1010
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Reverse repurchase agreements:MN_DBTR_INDCTR:MN_DBTR_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Reverse repurchase agreements,2113,1015
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Reverse repurchase agreements:PRTY_RL_TYP:PRTY_RL_TYP,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Reverse repurchase agreements,2112,1010
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Trade receivables:MN_DBTR_INDCTR:MN_DBTR_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Trade receivables,2113,1015
F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Trade receivables:PRTY_RL_TYP:PRTY_RL_TYP,F_04_08_REF_FINREP_3_0:INSTRMNT_ENTTY_RL_ASSGNMNT:Trade receivables,2112,1010
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans:ACCMLTD_IMPRMNT:ACCMLTD_IMPRMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans,2109,1061
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans:ACCMLTD_PRTL_WRTFFS:ACCMLTD_PRTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans,2161,1064
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans:ACCMLTD_TTL_WRTFFS:ACCMLTD_TTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans,2250,1065
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans:ACCNTNG_CLSSFCTN:ACCNTNG_CLSSFCTN,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans,2117,1067
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans:CRRYNG_AMNT:CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans,2225,1080
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans:GRSS_CRRYNG_AMNT:GRSS_CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans,2212,1155
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans:HLD_SL_INDCTR:HLD_SL_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans,2119,1117
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans:IMPRMNT_STTS:IMPRMNT_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans,2118,1120
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans:PRFRMNG_STTS:PRFRMNG_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans,2116,1133
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans:SBJCT_IMPRMNT_INDCTR:SBJCT_IMPRMNT_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Advances that are not loans,2120,1143
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt:ACCMLTD_IMPRMNT:ACCMLTD_IMPRMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt,2109,1061
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt:ACCMLTD_PRTL_WRTFFS:ACCMLTD_PRTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt,2161,1064
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt:ACCMLTD_TTL_WRTFFS:ACCMLTD_TTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt,2250,1065
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt:ACCNTNG_CLSSFCTN:ACCNTNG_CLSSFCTN,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt,2117,1067
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt:CRRYNG_AMNT:CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt,2225,1080
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt:GRSS_CRRYNG_AMNT:GRSS_CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt,2212,1155
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt:HLD_SL_INDCTR:HLD_SL_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt,2119,1117
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt:IMPRMNT_STTS:IMPRMNT_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt,2118,1120
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt:PRFRMNG_STTS:PRFRMNG_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt,2116,1133
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt:SBJCT_IMPRMNT_INDCTR:SBJCT_IMPRMNT_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Credit card debt,2120,1143
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument:ACCMLTD_IMPRMNT:ACCMLTD_IMPRMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument,2109,1061
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument:ACCMLTD_PRTL_WRTFFS:ACCMLTD_PRTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument,2161,1064
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument:ACCMLTD_TTL_WRTFFS:ACCMLTD_TTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument,2250,1065
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument:ACCNTNG_CLSSFCTN:ACCNTNG_CLSSFCTN,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument,2117,1067
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument:CRRYNG_AMNT:CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument,2225,1080
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument:GRSS_CRRYNG_AMNT:GRSS_CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument,2212,1155
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument:HLD_SL_INDCTR:HLD_SL_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument,2119,1117
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument:IMPRMNT_STTS:IMPRMNT_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument,2118,1120
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument:PRFRMNG_STTS:PRFRMNG_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument,2116,1133
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument:SBJCT_IMPRMNT_INDCTR:SBJCT_IMPRMNT_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Equity instruments instrument,2120,1143
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases:ACCMLTD_IMPRMNT:ACCMLTD_IMPRMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases,2109,1061
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases:ACCMLTD_PRTL_WRTFFS:ACCMLTD_PRTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases,2161,1064
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases:ACCMLTD_TTL_WRTFFS:ACCMLTD_TTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases,2250,1065
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases:ACCNTNG_CLSSFCTN:ACCNTNG_CLSSFCTN,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases,2117,1067
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases:CRRYNG_AMNT:CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases,2225,1080
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases:GRSS_CRRYNG_AMNT:GRSS_CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases,2212,1155
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases:HLD_SL_INDCTR:HLD_SL_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases,2119,1117
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases:IMPRMNT_STTS:IMPRMNT_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases,2118,1120
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases:PRFRMNG_STTS:PRFRMNG_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases,2116,1133
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases:SBJCT_IMPRMNT_INDCTR:SBJCT_IMPRMNT_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Finance leases,2120,1143
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice:ACCMLTD_IMPRMNT:ACCMLTD_IMPRMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice,2109,1061
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice:ACCMLTD_PRTL_WRTFFS:ACCMLTD_PRTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice,2161,1064
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice:ACCMLTD_TTL_WRTFFS:ACCMLTD_TTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice,2250,1065
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice:ACCNTNG_CLSSFCTN:ACCNTNG_CLSSFCTN,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice,2117,1067
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice:CRRYNG_AMNT:CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice,2225,1080
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice:GRSS_CRRYNG_AMNT:GRSS_CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice,2212,1155
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice:HLD_SL_INDCTR:HLD_SL_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice,2119,1117
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice:IMPRMNT_STTS:IMPRMNT_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice,2118,1120
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice:PRFRMNG_STTS:PRFRMNG_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice,2116,1133
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice:SBJCT_IMPRMNT_INDCTR:SBJCT_IMPRMNT_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:On demand and short notice,2120,1143
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans:ACCMLTD_IMPRMNT:ACCMLTD_IMPRMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans,2109,1061
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans:ACCMLTD_PRTL_WRTFFS:ACCMLTD_PRTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans,2161,1064
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans:ACCMLTD_TTL_WRTFFS:ACCMLTD_TTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans,2250,1065
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans:ACCNTNG_CLSSFCTN:ACCNTNG_CLSSFCTN,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans,2117,1067
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans:CRRYNG_AMNT:CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans,2225,1080
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans:GRSS_CRRYNG_AMNT:GRSS_CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans,2212,1155
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans:HLD_SL_INDCTR:HLD_SL_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans,2119,1117
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans:IMPRMNT_STTS:IMPRMNT_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans,2118,1120
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans:PRFRMNG_STTS:PRFRMNG_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans,2116,1133
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans:SBJCT_IMPRMNT_INDCTR:SBJCT_IMPRMNT_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Other loans,2120,1143
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements:ACCMLTD_IMPRMNT:ACCMLTD_IMPRMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements,2109,1061
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements:ACCMLTD_PRTL_WRTFFS:ACCMLTD_PRTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements,2161,1064
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements:ACCMLTD_TTL_WRTFFS:ACCMLTD_TTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements,2250,1065
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements:ACCNTNG_CLSSFCTN:ACCNTNG_CLSSFCTN,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements,2117,1067
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements:CRRYNG_AMNT:CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements,2225,1080
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements:GRSS_CRRYNG_AMNT:GRSS_CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements,2212,1155
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements:HLD_SL_INDCTR:HLD_SL_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements,2119,1117
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements:IMPRMNT_STTS:IMPRMNT_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements,2118,1120
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements:PRFRMNG_STTS:PRFRMNG_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements,2116,1133
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements:SBJCT_IMPRMNT_INDCTR:SBJCT_IMPRMNT_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Reverse repurchase agreements,2120,1143
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables:ACCMLTD_IMPRMNT:ACCMLTD_IMPRMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables,2109,1061
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables:ACCMLTD_PRTL_WRTFFS:ACCMLTD_PRTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables,2161,1064
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables:ACCMLTD_TTL_WRTFFS:ACCMLTD_TTL_WRTFFS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables,2250,1065
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables:ACCNTNG_CLSSFCTN:ACCNTNG_CLSSFCTN,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables,2117,1067
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables:CRRYNG_AMNT:CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables,2225,1080
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables:GRSS_CRRYNG_AMNT:GRSS_CRRYNG_AMNT,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables,2212,1155
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables:HLD_SL_INDCTR:HLD_SL_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables,2119,1117
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables:IMPRMNT_STTS:IMPRMNT_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables,2118,1120
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables:PRFRMNG_STTS:PRFRMNG_STTS,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables,2116,1133
F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables:SBJCT_IMPRMNT_INDCTR:SBJCT_IMPRMNT_INDCTR,F_04_08_REF_FINREP_3_0:INSTRMNT_RL:Trade receivables,2120,1143
F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT:Debt securities:IMPRMNT_STTS:IMPRMNT_STTS,F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT:Debt securities,2118,1276
F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT:Equity instruments security:IMPRMNT_STTS:IMPRMNT_STTS,F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT:Equity instruments security,2118,1276
F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Debt securities:ACCMLTD_IMPRMNT:ACCMLTD_IMPRMNT,F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Debt securities,2109,1298
F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Debt securities:ACCMLTD_PRTL_WRTFFS:ACCMLTD_PRTL_WRTFFS,F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Debt securities,2161,1301
F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Debt securities:ACCMLTD_TTL_WRTFFS:ACCMLTD_TTL_WRTFFS,F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Debt securities,2250,1302
F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Debt securities:ACCNTNG_CLSSFCTN:ACCNTNG_CLSSFCTN,F_04_08_REF_FINREP_3_0:LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT:Debt securities,2117,1283
